Club,Team,Competition,GameGuid,Date,Opponent,HomeScore,AwayScore,Side,Number,Name,NormalizedMinutes,PlusMinus,Faults,TotalScore,ThreePointers,FieldGoals,FreeThrows,TotalScorePerMinute,PlusMinusPerMinute
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AHG,za 13 september om 19:00,KBGO Finexa Basket@Sea HSE D,61,66,away,4,Tobian Bessem,30,-3,3,7,0p,6p,1p,0.20,-0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AHG,za 13 september om 19:00,KBGO Finexa Basket@Sea HSE D,61,66,away,5,Loïc Dekuyper,32,8,3,10,0p,8p,2p,0.30,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AHG,za 13 september om 19:00,KBGO Finexa Basket@Sea HSE D,61,66,away,6,Aaron Germonprez,18,13,2,9,3p,2p,4p,0.50,0.70
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AHG,za 13 september om 19:00,KBGO Finexa Basket@Sea HSE D,61,66,away,7,Louka Verleye,28,1,4,11,0p,10p,1p,0.40,0.00
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AHG,za 13 september om 19:00,KBGO Finexa Basket@Sea HSE D,61,66,away,8,Warre Vanhee,,0,0,0,0p,0p,0p,,
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AHG,za 13 september om 19:00,KBGO Finexa Basket@Sea HSE D,61,66,away,9,Kevin Hugue,13,-2,0,0,0p,0p,0p,0.00,-0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AHG,za 13 september om 19:00,KBGO Finexa Basket@Sea HSE D,61,66,away,10,Enrique Alfonso Alfonso,11,1,1,2,0p,2p,0p,0.20,0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AHG,za 13 september om 19:00,KBGO Finexa Basket@Sea HSE D,61,66,away,11,Lei Despeghel,2,4,0,0,0p,0p,0p,0.00,2.00
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AHG,za 13 september om 19:00,KBGO Finexa Basket@Sea HSE D,61,66,away,12,Ruben Weyne,13,13,4,8,0p,8p,0p,0.60,1.00
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AHG,za 13 september om 19:00,KBGO Finexa Basket@Sea HSE D,61,66,away,13,Robin De Zaeyer,14,-9,1,0,0p,0p,0p,0.00,-0.60
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AHG,za 13 september om 19:00,KBGO Finexa Basket@Sea HSE D,61,66,away,14,Ron Despeghel,21,-4,4,13,0p,12p,1p,0.60,-0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AHG,za 13 september om 19:00,KBGO Finexa Basket@Sea HSE D,61,66,away,15,Ayrton Maes,17,3,1,6,0p,6p,0p,0.40,0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGJ,vr 19 september om 22:30,Bebita Eernegem HSE A,66,49,home,4,Tobian Bessem,25,27,2,5,0p,0p,5p,0.20,1.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGJ,vr 19 september om 22:30,Bebita Eernegem HSE A,66,49,home,5,Loïc Dekuyper,17,7,1,0,0p,0p,0p,0.00,0.40
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGJ,vr 19 september om 22:30,Bebita Eernegem HSE A,66,49,home,6,Aaron Germonprez,25,9,2,20,3p,12p,5p,0.80,0.40
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGJ,vr 19 september om 22:30,Bebita Eernegem HSE A,66,49,home,7,Louka Verleye,23,13,4,2,0p,0p,2p,0.10,0.60
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGJ,vr 19 september om 22:30,Bebita Eernegem HSE A,66,49,home,8,Warre Vanhee,7,2,2,4,0p,2p,2p,0.60,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGJ,vr 19 september om 22:30,Bebita Eernegem HSE A,66,49,home,9,Kevin Hugue,6,-13,1,1,0p,0p,1p,0.20,-2.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGJ,vr 19 september om 22:30,Bebita Eernegem HSE A,66,49,home,10,Enrique Alfonso Alfonso,21,5,2,3,3p,0p,0p,0.10,0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGJ,vr 19 september om 22:30,Bebita Eernegem HSE A,66,49,home,13,Robin De Zaeyer,18,14,2,17,12p,4p,1p,0.90,0.80
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGJ,vr 19 september om 22:30,Bebita Eernegem HSE A,66,49,home,14,Ron Despeghel,28,20,2,10,0p,8p,2p,0.40,0.70
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGJ,vr 19 september om 22:30,Bebita Eernegem HSE A,66,49,home,15,Ayrton Maes,22,-5,3,4,0p,4p,0p,0.20,-0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGJ,vr 19 september om 22:30,Bebita Eernegem HSE A,66,49,home,16,Ruben Weyne,7,6,0,0,0p,0p,0p,0.00,0.90
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ABG,za 27 september om 19:30,Basket Sijsele HSE C,75,71,away,4,Tobian Bessem,31,-2,3,9,0p,6p,3p,0.30,-0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ABG,za 27 september om 19:30,Basket Sijsele HSE C,75,71,away,5,Loïc Dekuyper,24,4,5,7,0p,6p,1p,0.30,0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ABG,za 27 september om 19:30,Basket Sijsele HSE C,75,71,away,6,Aaron Germonprez,22,-5,4,12,9p,2p,1p,0.50,-0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ABG,za 27 september om 19:30,Basket Sijsele HSE C,75,71,away,7,Louka Verleye,12,3,5,2,0p,2p,0p,0.20,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ABG,za 27 september om 19:30,Basket Sijsele HSE C,75,71,away,9,Julien Vandenheede,27,9,5,8,3p,2p,3p,0.30,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ABG,za 27 september om 19:30,Basket Sijsele HSE C,75,71,away,11,Yonith Delanghe,14,2,1,0,0p,0p,0p,0.00,0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ABG,za 27 september om 19:30,Basket Sijsele HSE C,75,71,away,13,Robin De Zaeyer,28,-7,3,6,3p,2p,1p,0.20,-0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ABG,za 27 september om 19:30,Basket Sijsele HSE C,75,71,away,14,Ron Despeghel,21,-14,5,19,3p,10p,6p,0.90,-0.70
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ABG,za 27 september om 19:30,Basket Sijsele HSE C,75,71,away,15,Ayrton Maes,20,-10,2,8,0p,6p,2p,0.40,-0.50
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGD,vr 3 oktober om 22:30,Carrefour Market Blankenberge HSE B,53,51,home,5,Loïc Dekuyper,27,9,1,7,3p,2p,2p,0.30,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGD,vr 3 oktober om 22:30,Carrefour Market Blankenberge HSE B,53,51,home,6,Aaron Germonprez,29,3,2,16,9p,4p,3p,0.60,0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGD,vr 3 oktober om 22:30,Carrefour Market Blankenberge HSE B,53,51,home,7,Louka Verleye,18,14,3,4,0p,4p,0p,0.20,0.80
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGD,vr 3 oktober om 22:30,Carrefour Market Blankenberge HSE B,53,51,home,8,Warre Vanhee,13,5,2,7,0p,6p,1p,0.50,0.40
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGD,vr 3 oktober om 22:30,Carrefour Market Blankenberge HSE B,53,51,home,9,Kevin Hugue,12,-4,1,3,3p,0p,0p,0.30,-0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGD,vr 3 oktober om 22:30,Carrefour Market Blankenberge HSE B,53,51,home,10,Enrique Alfonso Alfonso,4,-5,0,2,0p,2p,0p,0.50,-1.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGD,vr 3 oktober om 22:30,Carrefour Market Blankenberge HSE B,53,51,home,11,Yonith Delanghe,6,-5,1,0,0p,0p,0p,0.00,-0.80
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGD,vr 3 oktober om 22:30,Carrefour Market Blankenberge HSE B,53,51,home,12,Ruben Weyne,14,-10,2,0,0p,0p,0p,0.00,-0.70
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGD,vr 3 oktober om 22:30,Carrefour Market Blankenberge HSE B,53,51,home,13,Robin De Zaeyer,29,5,1,4,0p,4p,0p,0.10,0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGD,vr 3 oktober om 22:30,Carrefour Market Blankenberge HSE B,53,51,home,14,Ron Despeghel,33,4,2,10,0p,10p,0p,0.30,0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGD,vr 3 oktober om 22:30,Carrefour Market Blankenberge HSE B,53,51,home,15,Ayrton Maes,,0,0,0,0p,0p,0p,,
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGD,vr 3 oktober om 22:30,Carrefour Market Blankenberge HSE B,53,51,home,16,Julien Vandenheede,14,-6,1,0,0p,0p,0p,0.00,-0.40
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AEG,za 11 oktober om 20:00,BC Digiresto Knokke-Heist HSE B,47,44,away,4,Tobian Bessem,21,-5,0,10,9p,0p,1p,0.50,-0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AEG,za 11 oktober om 20:00,BC Digiresto Knokke-Heist HSE B,47,44,away,5,Loïc Dekuyper,16,-5,1,2,0p,0p,2p,0.10,-0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AEG,za 11 oktober om 20:00,BC Digiresto Knokke-Heist HSE B,47,44,away,6,Aaron Germonprez,33,4,2,16,9p,6p,1p,0.50,0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AEG,za 11 oktober om 20:00,BC Digiresto Knokke-Heist HSE B,47,44,away,7,Louka Verleye,24,-14,4,2,0p,2p,0p,0.10,-0.60
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AEG,za 11 oktober om 20:00,BC Digiresto Knokke-Heist HSE B,47,44,away,9,Kevin Hugue,3,1,0,0,0p,0p,0p,0.00,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AEG,za 11 oktober om 20:00,BC Digiresto Knokke-Heist HSE B,47,44,away,10,Enrique Alfonso Alfonso,9,1,0,4,3p,0p,1p,0.40,0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AEG,za 11 oktober om 20:00,BC Digiresto Knokke-Heist HSE B,47,44,away,11,Robin De Zaeyer,28,-4,4,3,3p,0p,0p,0.10,-0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AEG,za 11 oktober om 20:00,BC Digiresto Knokke-Heist HSE B,47,44,away,12,Gustave Vandenheede,13,-4,1,2,0p,0p,2p,0.20,-0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AEG,za 11 oktober om 20:00,BC Digiresto Knokke-Heist HSE B,47,44,away,13,Julien Vandenheede,25,-4,2,1,0p,0p,1p,0.00,-0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AEG,za 11 oktober om 20:00,BC Digiresto Knokke-Heist HSE B,47,44,away,14,Ruben Weyne,20,15,2,2,0p,0p,2p,0.10,0.80
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AEG,za 11 oktober om 20:00,BC Digiresto Knokke-Heist HSE B,47,44,away,15,Ayrton Maes,10,0,0,2,0p,2p,0p,0.20,0.00
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGA,vr 24 oktober om 22:30,A.C.J. Basket Brugge HSE B,89,47,home,4,Tobian Bessem,17,38,4,7,3p,2p,2p,0.40,2.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGA,vr 24 oktober om 22:30,A.C.J. Basket Brugge HSE B,89,47,home,5,Loïc Dekuyper,16,25,2,10,6p,4p,0p,0.60,1.60
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGA,vr 24 oktober om 22:30,A.C.J. Basket Brugge HSE B,89,47,home,6,Aaron Germonprez,17,3,3,0,0p,0p,0p,0.00,0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGA,vr 24 oktober om 22:30,A.C.J. Basket Brugge HSE B,89,47,home,7,Louka Verleye,22,24,4,11,0p,8p,3p,0.50,1.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGA,vr 24 oktober om 22:30,A.C.J. Basket Brugge HSE B,89,47,home,8,Warre Vanhee,13,-3,2,2,0p,0p,2p,0.20,-0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGA,vr 24 oktober om 22:30,A.C.J. Basket Brugge HSE B,89,47,home,9,Yonith Delanghe,12,1,0,1,0p,0p,1p,0.10,0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGA,vr 24 oktober om 22:30,A.C.J. Basket Brugge HSE B,89,47,home,11,Lei Despeghel,12,10,0,2,0p,2p,0p,0.20,0.80
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGA,vr 24 oktober om 22:30,A.C.J. Basket Brugge HSE B,89,47,home,12,Gustave Vandenheede,18,31,1,15,0p,12p,3p,0.80,1.70
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGA,vr 24 oktober om 22:30,A.C.J. Basket Brugge HSE B,89,47,home,13,Robin De Zaeyer,16,21,4,5,0p,4p,1p,0.30,1.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGA,vr 24 oktober om 22:30,A.C.J. Basket Brugge HSE B,89,47,home,14,Ron Despeghel,21,35,1,18,6p,8p,4p,0.90,1.70
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGA,vr 24 oktober om 22:30,A.C.J. Basket Brugge HSE B,89,47,home,15,Ayrton Maes,22,11,2,12,0p,8p,4p,0.50,0.50
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGA,vr 24 oktober om 22:30,A.C.J. Basket Brugge HSE B,89,47,home,17,Ruben Weyne,14,14,4,6,0p,6p,0p,0.40,1.00
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGK,vr 7 november om 21:30,Red Sharks Koekelare HSE B,51,48,home,4,Tobian Bessem,20,2,4,0,0p,0p,0p,0.00,0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGK,vr 7 november om 21:30,Red Sharks Koekelare HSE B,51,48,home,5,Loïc Dekuyper,19,0,4,5,3p,2p,0p,0.30,0.00
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGK,vr 7 november om 21:30,Red Sharks Koekelare HSE B,51,48,home,6,Aaron Germonprez,29,0,4,13,6p,2p,5p,0.40,0.00
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGK,vr 7 november om 21:30,Red Sharks Koekelare HSE B,51,48,home,7,Louka Verleye,12,5,3,3,0p,2p,1p,0.30,0.40
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGK,vr 7 november om 21:30,Red Sharks Koekelare HSE B,51,48,home,9,Kevin Hugue,5,3,0,0,0p,0p,0p,0.00,0.60
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGK,vr 7 november om 21:30,Red Sharks Koekelare HSE B,51,48,home,10,Enrique Alfonso Alfonso,8,10,2,2,0p,2p,0p,0.30,1.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGK,vr 7 november om 21:30,Red Sharks Koekelare HSE B,51,48,home,11,Julien Vandenheede,4,-6,0,3,3p,0p,0p,0.80,-1.50
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGK,vr 7 november om 21:30,Red Sharks Koekelare HSE B,51,48,home,12,Gustave Vandenheede,16,0,1,0,0p,0p,0p,0.00,0.00
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGK,vr 7 november om 21:30,Red Sharks Koekelare HSE B,51,48,home,13,Robin De Zaeyer,23,-6,3,2,0p,2p,0p,0.10,-0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGK,vr 7 november om 21:30,Red Sharks Koekelare HSE B,51,48,home,14,Ron Despeghel,33,6,2,11,0p,6p,5p,0.30,0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGK,vr 7 november om 21:30,Red Sharks Koekelare HSE B,51,48,home,15,Ayrton Maes,21,6,0,8,0p,8p,0p,0.40,0.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41AGK,vr 7 november om 21:30,Red Sharks Koekelare HSE B,51,48,home,17,Ruben Weyne,9,-5,2,4,0p,2p,2p,0.40,-0.60
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ACG,za 29 november om 20:00,Kon BBC De Panne vzw HSE A,48,72,away,4,Tobian Bessem,31,19,3,10,6p,4p,0p,0.30,0.60
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ACG,za 29 november om 20:00,Kon BBC De Panne vzw HSE A,48,72,away,6,Aaron Germonprez,21,28,2,14,6p,6p,2p,0.70,1.30
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ACG,za 29 november om 20:00,Kon BBC De Panne vzw HSE A,48,72,away,7,Louka Verleye,17,3,1,4,0p,4p,0p,0.20,0.20
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ACG,za 29 november om 20:00,Kon BBC De Panne vzw HSE A,48,72,away,8,Warre Vanhee,16,9,2,2,0p,2p,0p,0.10,0.60
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ACG,za 29 november om 20:00,Kon BBC De Panne vzw HSE A,48,72,away,9,Kevin Hugue,9,1,1,0,0p,0p,0p,0.00,0.10
Mibac Middelkerke,Mibac Middelkerke HSE B,4e Prov. Heren West-Vlaanderen A,BVBL25269150WVHSE41ACG,za 29 november om 20:00,Kon BBC De Panne vzw HSE A,48,72,away,10,Yonith Delanghe,6,1,0,1,0p,0p,1p,0.20,0.20
